,h_post,h_post_individualized
2878,0.7655729245653455,0.7673542499542236
2019,0.7723604326323603,0.7558078765869141
2953,0.7827058824414458,0.7833259701728821
2152,0.7998830350550028,0.8038747310638428
2754,0.7634205672070005,0.738223671913147
3767,0.8030114441784167,0.8078178763389587
3619,0.7613525829104427,0.768928050994873
3651,0.7762909336107988,0.7882053852081299
2428,0.8132616515982121,0.8025152683258057
3237,0.7893216883711386,0.766694188117981
3899,0.7732206114121238,0.7739395499229431
2674,0.7990989588645351,0.7915938496589661
2384,0.7822150286185993,0.7595204710960388
3400,0.7430798605663705,0.7484881281852722
2873,0.7763916015938883,0.7646153569221497
2385,0.7904158451555193,0.7421452403068542
3383,0.7998648589745964,0.797022819519043
2279,0.6181523333839005,0.7813635468482971
3680,0.8081677890372869,0.7967051863670349
2505,0.7472072450322184,0.7601756453514099
2907,0.7890154557477977,0.7688566446304321
3107,0.8001304789372669,0.7509814500808716
2826,0.7833460132758068,0.774555504322052
2973,0.7411830366041088,0.7445100545883179
3350,0.768455288993683,0.7658871412277222
3294,0.9636057278726392,0.961050271987915
3335,0.8097007108186116,0.7718642354011536
2811,0.7669369738231785,0.7711769342422485
2399,0.7866056592560378,0.7610385417938232
3288,0.8632450374038881,0.8567490577697754
2032,0.7449025280412777,0.74151611328125
2948,0.6687335454056025,0.771125853061676
3053,0.7550070606001469,0.7583150863647461
2918,0.777121752863552,0.7834094166755676
2801,0.7058221980682845,0.7764448523521423
2839,0.7550327459135138,0.7586309909820557
3997,0.746018472962258,0.7621732354164124
3234,0.797506649949402,0.7538886666297913
3158,0.7809245506521121,0.7754842638969421
3197,0.7742828663667429,0.7621848583221436
3516,0.7704643514968753,0.7769145965576172
2592,0.7867573617820607,0.7793694734573364
2541,0.7688845915093336,0.7596933245658875
3505,0.7560373389760147,0.7606332302093506
3664,0.7553510135195112,0.7682612538337708
3852,0.7737937988187714,0.7531710863113403
2578,0.7870486055893784,0.7544618248939514
2080,0.7552043315728422,0.7524165511131287
2050,0.7158105008806184,0.7611099481582642
2685,0.7748066873371712,0.7940291166305542
3896,0.7130763392056868,0.7734934091567993
3535,0.7489258292515298,0.7589740753173828
2949,0.7507389518214531,0.7470717430114746
3099,0.7366311733214532,0.7430539131164551
3939,0.7735194158232975,0.772080659866333
3518,0.7257907980649649,0.7397236227989197
3777,0.7561617765784555,0.7543807029724121
3175,0.7274769476776737,0.7208059430122375
2223,0.8090956648702667,0.8026793599128723
2491,0.7804728955885043,0.7822441458702087
3155,0.7655837888658031,0.7656667232513428
2847,0.6989126254428679,0.7720202207565308
3974,0.77370312411983,0.7605029344558716
3932,0.7911264489821761,0.7822816967964172
3617,0.6713705799250844,0.7686643600463867
3833,0.799277718560341,0.7958094477653503
3011,0.7711087725356814,0.7669950723648071
2473,0.7812583781453998,0.7707392573356628
2138,0.7415723874926483,0.7350519299507141
2002,0.7897917520263837,0.7811394929885864
2580,0.741499003453696,0.7292612791061401
2267,0.7620765940906322,0.7651158571243286
3697,0.8287835142029635,0.8289385437965393
3877,0.8044579592095001,0.8107856512069702
3881,0.5790709001641835,0.7485028505325317
3349,0.772281459331764,0.7550829648971558
3970,0.7996007182590738,0.8147643208503723
3788,0.7421646605628767,0.7472734451293945
2481,0.829295465509198,0.7747491002082825
