,h_post,h_post_individualized
3061,0.7721760200925922,
3889,0.7476210081805094,
3526,0.7317097957328331,
2564,0.7460549656928864,
2664,0.7836380335150402,
3073,0.7447879700502675,
2058,0.7233961661879594,
2626,0.751008366132792,
2776,0.759475081832657,
3059,0.7510784388762936,
3477,0.7116104948587001,
2772,0.7900048725302514,
2379,0.8120585227155857,
3999,0.7753973362286964,
3354,0.7474928156957735,
3094,0.7734444807216551,
2418,0.8000121815328408,
3080,0.7587941904582216,
3794,0.7545386277721298,
2600,0.6744776244496525,
3897,0.7995340771228784,
2731,0.8166682179833682,
2548,0.7959663969348743,
3607,0.7128868182030456,
3434,0.7444302600050594,
2903,0.8229670981433077,
3159,0.7503652014291585,
3479,0.782897745574441,
2372,0.8106156300533646,
2321,0.8049396508351008,
2027,0.7508544578821118,
3770,0.771920091283444,
2444,0.867954215493947,
2640,0.7450722396190476,
2183,0.829666460034178,
2859,0.7856960591788164,
2883,0.756166138593685,
2039,0.7590506205720062,
3952,0.833499009818333,
3782,0.8006358662144231,
3830,0.8777628287307259,
2340,0.7601494991316162,
2107,0.752670009154867,
3652,0.7699191133610417,
3926,0.7994643618542283,
3068,0.7641434305984816,
2970,0.917327496171889,
2237,0.7449740025463881,
2519,0.7946821785702782,
2751,0.7677449107945322,
2223,0.7385395061999528,
3742,0.759068489519382,
2130,0.7605283410619158,
2898,0.7512716682107686,
3574,0.769532487510422,
3780,0.7785975503701004,
2135,0.68212378066227,
2516,0.7398588883401876,
2188,0.7688205087107094,
3861,0.7902280028461719,
2627,0.7550295992561169,
2968,0.6764165407290916,
2267,0.8380114410074717,
2767,0.7934770707597381,
2602,0.7572914046983076,
3093,0.7438016104505072,
3331,0.8255254990092062,
3796,0.8933070324921719,
3632,0.7402648921516473,
3356,0.7613722032095035,
2007,0.8148954392298345,
2390,0.7895380245284831,
3486,0.7664318183453194,
2187,0.7562117569271014,
2804,0.7611878692065553,
3912,0.7640096118831516,
3231,0.7805120979899538,
3051,0.7909607081766549,
3580,0.7517619462841592,
2476,0.7783085471090564,
3264,0.9113646955989348,
2445,0.7554654204847636,
3464,0.5772686879922534,
2873,0.8000970550226065,
3079,0.7649644508504404,
2015,0.7869607584954643,
2240,0.7703694951921932,
3149,0.7762606121735992,
3645,0.7858153275362757,
3530,0.7805160374370073,
2230,0.7558812296381611,
2339,0.8041299988376062,
2714,0.741891409482774,
2654,0.7490686256186527,
2003,0.7494468963410554,
2865,0.7523669121855104,
3938,0.7583300794681914,
3046,0.7707197865572685,
2175,0.767264003805811,
3018,0.7416375317340953,
2981,0.7916946934943201,
2204,0.7834330193339764,
3600,0.7740011383256763,
2347,0.7415326717986374,
3391,0.7436440470558701,
3554,0.8099137121463427,
2059,0.6898421523277661,
2049,0.7527858651305469,
3911,0.7791015572134382,
3468,0.7785138266247398,
2212,0.7524542498232156,
2848,0.7299291674055116,
3239,0.753666704649971,
3017,0.8047231793878212,
3616,0.7647568823667831,
3737,0.7649499300015601,
3224,0.7916598994110996,
2510,0.7382012504131322,
2879,0.7420125718713639,
3513,0.79546630476904,
2996,0.7310028052755421,
2125,0.756543791576086,
3249,0.7543519223987547,
2674,0.7481781720288858,
3587,0.7936664374034383,
3729,0.809920425589641,
3536,0.7476006408004566,
2225,0.7632495382908668,
2715,0.7333360825333892,
3982,0.7427789210008692,
2592,0.7744395276192572,
3275,0.7926020003174689,
3979,0.6958456999507429,
2109,0.7423386772389451,
2088,0.7724627499439278,
2566,0.8122335581019584,
2700,0.754282652797666,
3364,0.7656740078294445,
3687,0.8069351798840314,
3002,0.7696498791802596,
3808,0.8712744404259261,
2953,0.8564053401779727,
3173,0.7894583529681714,
3439,0.7691141764543509,
2797,0.8149211285058608,
3174,0.6692486530870018,
2402,0.7662871330022543,
2853,0.7884643613674971,
2425,0.7492970947223291,
2973,0.6974524711584522,
2122,0.8107571325402317,
3447,0.7518050488327355,
2172,0.7374602129012345,
3150,0.7785641458859852,
3859,0.7777660098933137,
2001,0.7456468485019808,
3485,0.827475909679513,
2182,0.6424157360838701,
3226,0.833698325174994,
3720,0.758390304908289,
3466,0.7193169546630402,
2706,0.7451542397417252,
2119,0.7598198296410675,
3240,0.709312823446409,
2632,0.9079045585215141,
2407,0.6301266845517993,
3827,0.7591936478982747,
3767,0.788635994067955,
2952,0.755366438539086,
3606,0.7588436588006512,
3951,0.7823729305851231,
2565,0.7403426830331575,
2857,0.770741475069093,
3629,0.7305677861933177,
3253,0.6753662400713312,
2596,0.7355127340410007,
3176,0.7609847824824084,
3122,0.7472530268071249,
2167,0.8606606819261067,
3942,0.6163416384485738,
2334,0.6990088199035694,
3784,0.753135727446233,
3291,0.7570794408472986,
3256,0.7894964184826136,
2276,0.7586972158555644,
3418,0.7728617008332945,
2004,0.6487643527916569,
3296,0.81440408206161,
2607,0.769288594635899,
2919,0.7769420107204331,
3097,0.7677413466471856,
3685,0.7655286560139579,
2040,0.7006188774923003,
2696,0.8303327030785407,
3359,0.7822766035309024,
3947,0.765795033843896,
2588,0.7655198488283989,
3147,0.766041923533926,
3127,0.8193309529067421,
3802,0.7407065287658556,
