,h_post,h_post_individualized
2902,0.759122613421575,
2466,0.5810498783556015,
3309,0.7499884278883118,
2352,0.9789545101318365,
3066,0.9054211848700623,
2812,0.9089277941860507,
3495,0.5228085643824861,
2866,0.6871129309625355,
3863,0.9832239687505614,
3720,0.6498549135824477,
2807,0.7257173559238459,
2030,0.6498549135824477,
3508,0.7257173559238459,
2348,0.693728979766685,
3241,0.6498549135824477,
3162,0.730986997146773,
3100,0.9789545101318365,
2211,0.6498549135824477,
2917,0.9054211848700623,
3947,0.6277967880782159,
3244,0.9007758914527875,
3107,0.759122613421575,
3434,0.9832239687505614,
3786,0.7695914221080831,
2960,0.7245691040480609,
2342,0.7257173559238459,
2068,0.9789545101318365,
2908,0.9789545101318365,
3925,0.11937295209542283,
3339,0.9729576595406042,
3099,0.7257173559238459,
2508,0.7812111357611977,
3123,0.9832239687505614,
2791,0.9436461462798267,
2982,0.5228085643824861,
3808,0.9419343224946356,
3724,0.799490070289824,
2016,0.6498549135824477,
2911,0.7257173559238459,
2276,0.6716708542624532,
2410,0.799490070289824,
3001,0.7257173559238459,
2344,0.6498549135824477,
2366,0.9789545101318365,
2662,0.759122613421575,
2038,0.5629129104584567,
3426,0.5686951754910273,
3999,0.8824969569241612,
3335,0.7257173559238459,
3533,0.779382918357613,
3974,0.6498549135824477,
3812,0.9089277941860507,
3957,0.7257173559238459,
3816,0.9007758914527875,
2355,0.8906488596574244,
3649,0.759122613421575,
2515,0.759122613421575,
2874,0.6313033973942043,
2510,0.560066581762574,
3541,0.7257173559238459,
3685,0.9813128675720397,
3091,0.6871129309625355,
3167,0.6871129309625355,
2926,0.9007758914527875,
3145,0.8861247889263042,
3229,0.5576854464962937,
2256,0.7257173559238459,
3978,0.5013784377808911,
3813,0.9789545101318365,
3514,0.9403500851705262,
2590,0.759122613421575,
2554,0.9789545101318365,
2102,0.9089277941860507,
3422,0.9789545101318365,
3101,0.5737250907425885,
2334,0.7257173559238459,
3247,0.6498549135824477,
3717,0.7257173559238459,
2979,0.6871129309625355,
3725,0.759122613421575,
3171,0.6860096383204751,
2072,0.7408436788929487,
3643,0.6498549135824477,
2699,0.6498549135824477,
3028,0.9501276608209188,
3864,0.9089277941860507,
3923,0.759122613421575,
2598,0.6716708542624532,
2694,0.5228085643824861,
2675,0.759122613421575,
2043,0.9813128675720397,
2627,0.5686951754910273,
2300,0.5399828627422012,
3546,0.9729576595406042,
3706,0.8988647902742659,
2720,0.9402990718967178,
3889,0.9007758914527875,
2876,0.799490070289824,
2483,0.5228085643824861,
2784,0.9729576595406042,
3550,0.8861247889263042,
3347,0.9054211848700623,
2834,0.36742587827460466,
2762,0.7280757133640491,
3727,0.6926611615778732,
2268,0.759122613421575,
2121,0.759122613421575,
2649,0.7556160041055867,
2096,0.759122613421575,
2399,0.7257173559238459,
2220,0.6498549135824477,
3195,0.7556160041055867,
2802,0.759122613421575,
2846,0.759122613421575,
2592,0.7257173559238459,
3087,0.7257173559238459,
2021,0.5132352183321832,
3972,0.6277967880782159,
3658,0.759122613421575,
3406,0.7257173559238459,
3022,0.6498549135824477,
2291,0.5228085643824861,
2271,0.9832239687505614,
3165,0.5513045484151056,
3319,0.9235261207613954,
3711,0.7556160041055867,
2280,0.6498549135824477,
3182,0.8988647902742659,
3552,0.9813128675720397,
2250,0.759122613421575,
2293,0.7953924510741852,
2210,0.9813128675720397,
3374,0.9813128675720397,
3193,0.799490070289824,
3803,0.9007758914527875,
3664,0.6498549135824477,
3063,0.7257173559238459,
2940,0.7257173559238459,
2397,0.6277967880782159,
2927,0.7257173559238459,
2099,0.7695914221080831,
2441,0.799490070289824,
3755,0.6498549135824477,
2594,0.8880608810729644,
2741,0.8988647902742659,
2840,0.6498549135824477,
2385,0.9805387474559459,
2398,0.7257173559238459,
3673,0.9007758914527875,
3799,0.7129443737764116,
3387,0.6498549135824477,
2811,0.5452525039651284,
2315,0.6277967880782159,
2920,0.6277967880782159,
2854,0.6313033973942043,
2493,0.5838569289264386,
3056,0.7257173559238459,
2553,0.9832239687505614,
3589,0.9054211848700623,
2198,0.7257173559238459,
2581,0.6313033973942043,
3995,0.9813128675720397,
3876,0.7034163556009314,
2386,0.6597846419337696,
3004,0.8988647902742659,
3322,0.9007758914527875,
3846,0.7377916275797511,
2646,0.6313033973942043,
3390,0.7373370695769605,
3784,0.9419343224946356,
2595,0.6313033973942043,
2384,0.9054211848700623,
2879,0.6498549135824477,
2120,0.799490070289824,
3579,0.693728979766685,
2672,0.8861247889263042,
3072,0.9729576595406042,
3828,0.6313033973942043,
3047,0.9813128675720397,
3381,0.9828971048961491,
3116,0.9813128675720397,
2521,0.6716708542624532,
3191,0.5518712110818965,
3588,0.6498549135824477,
3410,0.6277967880782159,
2168,0.9546787250119777,
3321,0.9007758914527875,
3148,0.7257173559238459,
3830,0.759122613421575,
2361,0.8988647902742659,
3408,0.7257173559238459,
2075,0.9402990718967178,
2207,0.6498549135824477,
3279,0.799490070289824,
2963,0.6498549135824477,
3234,0.5686951754910273,
3108,0.759122613421575,
3574,0.7556160041055867,
3506,0.8861247889263042,
3032,0.6871129309625355,
