,x1,x2,x3
3018,-0.2918731,0.4540918,0.22980538
3324,0.5380864,-1.6086696,0.98822737
2794,0.51018363,-0.47981498,0.08146541
2031,-0.5258357,-1.4944377,1.812551
3192,-0.085508175,-1.0945863,1.1325043
2798,-0.7428814,0.28819442,0.54697996
2721,0.35945508,-0.25334364,0.1170835
2426,0.13008328,-0.66516984,0.5484451
3408,-0.42600352,-1.1349614,1.4085813
3893,0.00015448332,0.624355,0.319376
2998,-1.0592403,0.26330957,0.862444
2746,-0.26162922,0.27277812,0.1520916
2950,-0.048410438,-0.53635424,0.6012498
3362,-0.383585,0.31873634,0.6177048
3889,-0.62665987,0.08518,0.6040653
3677,-0.06847993,0.11570448,0.12562427
3397,0.2647646,-0.84269047,0.58608466
2863,-0.3235535,-0.25208172,0.60949284
3406,-0.2932577,0.45781797,0.17857511
3513,-0.31398067,-0.14419794,0.5198202
2171,0.6335705,-0.59929043,0.07383881
2435,-0.8399101,0.06694708,0.83335084
2992,0.1157376,-0.209717,0.23966894
2028,-0.85432726,0.38064325,0.6006737
2259,-0.5743103,0.75903,0.33967477
3837,0.014887017,-0.23274349,0.35047373
3367,-0.5177403,-0.5859587,1.0895867
3390,-0.10796881,-1.2325487,1.2701144
2623,-0.27737254,0.39916942,0.11139463
